"Estado","Total","a�o","sexo","Mes","numerocasos"
"Colima",6573,"2013","M","Jun",552
"Chiapas",136,"2013","M","Jun",8
"Chihuahua",181,"2013","M","Jun",18
"Distrito Federal",261,"2013","M","Jun",28
"Durango",4658,"2013","M","Jun",667
"Guanajuato",15045,"2013","M","Jun",1668
"Guerrero",31479,"2013","M","Jun",2903
"Hidalgo",95,"2013","M","Jun",13
"Jalisco",27534,"2013","M","Jun",2749
"México",5580,"2013","M","Jun",551
"Michoacán",17289,"2013","M","Jun",1676
"Morelos",17206,"2013","M","Jun",1689
"Nayarit",8804,"2013","M","Jun",974
"Nuevo León",68,"2013","M","Jun",16
"Oaxaca",2472,"2013","M","Jun",234
"Puebla",6495,"2013","M","Jun",544
"Querétaro",2616,"2013","M","Jun",280
"Quintana Roo",49,"2013","M","Jun",4
"San Luis Potosí",141,"2013","M","Jun",15
"Sinaloa",4445,"2013","M","Jun",375
"Sonora",2360,"2013","M","Jun",432
"Tabasco",18,"2013","M","Jun",1
"Tamaulipas",201,"2013","M","Jun",28
"Tlaxcala",23,"2013","M","Jun",0
"Veracruz",107,"2013","M","Jun",3
"Yucatán",15,"2013","M","Jun",2
"Zacatecas",2068,"2013","M","Jun",238
"Aguascalientes",982,"2013","M","Jul",116
"Baja California",63,"2013","M","Jul",10
"Baja California Sur",24,"2013","M","Jul",3
"Campeche",29,"2013","M","Jul",3
"Coahuila",100,"2013","M","Jul",12
"Colima",6573,"2013","M","Jul",645
"Chiapas",136,"2013","M","Jul",12
"Chihuahua",181,"2013","M","Jul",38
"Distrito Federal",261,"2013","M","Jul",31
"Durango",4658,"2013","M","Jul",582
"Guanajuato",15045,"2013","M","Jul",1527
"Guerrero",31479,"2013","M","Jul",2777
"Hidalgo",95,"2013","M","Jul",10
"Jalisco",27534,"2013","M","Jul",2677
"México",5580,"2013","M","Jul",451
"Michoacán",17289,"2013","M","Jul",1708
"Morelos",17206,"2013","M","Jul",1512
"Nayarit",8804,"2013","M","Jul",1160
"Nuevo León",68,"2013","M","Jul",11
"Oaxaca",2472,"2013","M","Jul",229
"Puebla",6495,"2013","M","Jul",580
"Querétaro",2616,"2013","M","Jul",273
"Quintana Roo",49,"2013","M","Jul",9
"San Luis Potosí",141,"2013","M","Jul",28
"Sinaloa",4445,"2013","M","Jul",530
"Sonora",2360,"2013","M","Jul",384
"Tabasco",18,"2013","M","Jul",1
"Tamaulipas",201,"2013","M","Jul",34
"Tlaxcala",23,"2013","M","Jul",4
"Veracruz",107,"2013","M","Jul",17
"Yucatán",15,"2013","M","Jul",0
"Zacatecas",2068,"2013","M","Jul",264
"Aguascalientes",982,"2013","M","Ago",76
"Baja California",63,"2013","M","Ago",6
"Baja California Sur",24,"2013","M","Ago",4
"Campeche",29,"2013","M","Ago",0
"Coahuila",100,"2013","M","Ago",16
"Colima",6573,"2013","M","Ago",566
"Chiapas",136,"2013","M","Ago",11
"Chihuahua",181,"2013","M","Ago",20
"Distrito Federal",261,"2013","M","Ago",28
"Durango",4658,"2013","M","Ago",447
"Guanajuato",15045,"2013","M","Ago",1219
"Guerrero",31479,"2013","M","Ago",2075
"Hidalgo",95,"2013","M","Ago",14
"Jalisco",27534,"2013","M","Ago",2122
"México",5580,"2013","M","Ago",386
"Michoacán",17289,"2013","M","Ago",1318
"Morelos",17206,"2013","M","Ago",1251
"Nayarit",8804,"2013","M","Ago",798
"Nuevo León",68,"2013","M","Ago",10
"Oaxaca",2472,"2013","M","Ago",162
"Puebla",6495,"2013","M","Ago",441
"Querétaro",2616,"2013","M","Ago",210
"Quintana Roo",49,"2013","M","Ago",3
"San Luis Potosí",141,"2013","M","Ago",22
"Sinaloa",4445,"2013","M","Ago",506
"Sonora",2360,"2013","M","Ago",273
"Tabasco",18,"2013","M","Ago",1
"Tamaulipas",201,"2013","M","Ago",23
"Tlaxcala",23,"2013","M","Ago",3
"Veracruz",107,"2013","M","Ago",10
"Yucatán",15,"2013","M","Ago",1
"Zacatecas",2068,"2013","M","Ago",175
"Aguascalientes",982,"2013","M","Sep",102
"Baja California",63,"2013","M","Sep",11
"Baja California Sur",24,"2013","M","Sep",3
"Campeche",29,"2013","M","Sep",2
"Coahuila",100,"2013","M","Sep",20
"Colima",6573,"2013","M","Sep",671
"Chiapas",136,"2013","M","Sep",4
"Chihuahua",181,"2013","M","Sep",19
"Distrito Federal",261,"2013","M","Sep",20
"Durango",4658,"2013","M","Sep",374
"Guanajuato",15045,"2013","M","Sep",1113
"Guerrero",31479,"2013","M","Sep",2018
"Hidalgo",95,"2013","M","Sep",6
"Jalisco",27534,"2013","M","Sep",2080
"México",5580,"2013","M","Sep",421
"Michoacán",17289,"2013","M","Sep",1277
"Morelos",17206,"2013","M","Sep",1271
"Nayarit",8804,"2013","M","Sep",718
"Nuevo León",68,"2013","M","Sep",4
"Oaxaca",2472,"2013","M","Sep",171
"Puebla",6495,"2013","M","Sep",406
"Querétaro",2616,"2013","M","Sep",203
"Quintana Roo",49,"2013","M","Sep",6
"San Luis Potosí",141,"2013","M","Sep",13
"Sinaloa",4445,"2013","M","Sep",587
"Sonora",2360,"2013","M","Sep",227
"Tabasco",18,"2013","M","Sep",1
"Tamaulipas",201,"2013","M","Sep",11
"Tlaxcala",23,"2013","M","Sep",2
"Veracruz",107,"2013","M","Sep",1
"Yucatán",15,"2013","M","Sep",3
"Zacatecas",2068,"2013","M","Sep",174
"Aguascalientes",982,"2013","M","Oct",110
"Baja California",63,"2013","M","Oct",9
"Baja California Sur",24,"2013","M","Oct",0
"Campeche",29,"2013","M","Oct",5
"Coahuila",100,"2013","M","Oct",5
"Colima",6573,"2013","M","Oct",903
"Chiapas",136,"2013","M","Oct",7
"Chihuahua",181,"2013","M","Oct",26
"Distrito Federal",261,"2013","M","Oct",20
"Durango",4658,"2013","M","Oct",377
"Guanajuato",15045,"2013","M","Oct",1387
"Guerrero",31479,"2013","M","Oct",3839
"Hidalgo",95,"2013","M","Oct",11
"Jalisco",27534,"2013","M","Oct",3036
"México",5580,"2013","M","Oct",715
"Michoacán",17289,"2013","M","Oct",1833
"Morelos",17206,"2013","M","Oct",1949
"Nayarit",8804,"2013","M","Oct",1142
"Nuevo León",68,"2013","M","Oct",5
"Oaxaca",2472,"2013","M","Oct",261
"Puebla",6495,"2013","M","Oct",625
"Querétaro",2616,"2013","M","Oct",265
"Quintana Roo",49,"2013","M","Oct",5
"San Luis Potosí",141,"2013","M","Oct",11
"Sinaloa",4445,"2013","M","Oct",694
"Sonora",2360,"2013","M","Oct",185
"Tabasco",18,"2013","M","Oct",2
"Tamaulipas",201,"2013","M","Oct",12
"Tlaxcala",23,"2013","M","Oct",1
"Veracruz",107,"2013","M","Oct",13
"Yucatán",15,"2013","M","Oct",2
"Zacatecas",2068,"2013","M","Oct",215
"Aguascalientes",982,"2013","M","Nov",42
"Baja California",63,"2013","M","Nov",4
"Baja California Sur",24,"2013","M","Nov",2
"Campeche",29,"2013","M","Nov",2
"Coahuila",100,"2013","M","Nov",0
"Colima",6573,"2013","M","Nov",556
"Chiapas",136,"2013","M","Nov",9
"Chihuahua",181,"2013","M","Nov",10
"Distrito Federal",261,"2013","M","Nov",23
"Durango",4658,"2013","M","Nov",232
"Guanajuato",15045,"2013","M","Nov",834
"Guerrero",31479,"2013","M","Nov",4549
"Hidalgo",95,"2013","M","Nov",4
"Jalisco",27534,"2013","M","Nov",1968
"México",5580,"2013","M","Nov",619
"Michoacán",17289,"2013","M","Nov",1525
"Morelos",17206,"2013","M","Nov",1596
"Nayarit",8804,"2013","M","Nov",919
"Nuevo León",68,"2013","M","Nov",0
"Oaxaca",2472,"2013","M","Nov",227
"Puebla",6495,"2013","M","Nov",660
"Querétaro",2616,"2013","M","Nov",164
"Quintana Roo",49,"2013","M","Nov",4
"San Luis Potosí",141,"2013","M","Nov",8
"Sinaloa",4445,"2013","M","Nov",414
"Sonora",2360,"2013","M","Nov",73
"Tabasco",18,"2013","M","Nov",1
"Tamaulipas",201,"2013","M","Nov",8
"Tlaxcala",23,"2013","M","Nov",2
"Veracruz",107,"2013","M","Nov",6
"Yucatán",15,"2013","M","Nov",0
"Zacatecas",2068,"2013","M","Nov",171
"Aguascalientes",982,"2013","M","Dic",29
"Baja California",63,"2013","M","Dic",0
"Baja California Sur",24,"2013","M","Dic",2
"Campeche",29,"2013","M","Dic",0
"Coahuila",100,"2013","M","Dic",0
"Colima",6573,"2013","M","Dic",463
"Chiapas",136,"2013","M","Dic",8
"Chihuahua",181,"2013","M","Dic",5
"Distrito Federal",261,"2013","M","Dic",10
"Durango",4658,"2013","M","Dic",167
"Guanajuato",15045,"2013","M","Dic",549
"Guerrero",31479,"2013","M","Dic",2280
"Hidalgo",95,"2013","M","Dic",3
"Jalisco",27534,"2013","M","Dic",1537
"México",5580,"2013","M","Dic",411
"Michoacán",17289,"2013","M","Dic",1223
"Morelos",17206,"2013","M","Dic",1097
"Nayarit",8804,"2013","M","Dic",537
"Nuevo León",68,"2013","M","Dic",1
"Oaxaca",2472,"2013","M","Dic",211
"Puebla",6495,"2013","M","Dic",309
"Querétaro",2616,"2013","M","Dic",130
"Quintana Roo",49,"2013","M","Dic",2
"San Luis Potosí",141,"2013","M","Dic",2
"Sinaloa",4445,"2013","M","Dic",242
"Sonora",2360,"2013","M","Dic",38
"Tabasco",18,"2013","M","Dic",0
"Tamaulipas",201,"2013","M","Dic",4
"Tlaxcala",23,"2013","M","Dic",2
"Veracruz",107,"2013","M","Dic",5
"Yucatán",15,"2013","M","Dic",1
"Zacatecas",2068,"2013","M","Dic",104
"Aguascalientes",1490,"2003","G","Ene",74
"Baja California",69,"2003","G","Ene",3
"Baja California Sur",79,"2003","G","Ene",4
"Campeche",48,"2003","G","Ene",3
"Coahuila",83,"2003","G","Ene",0
"Colima",10271,"2003","G","Ene",837
"Chiapas",195,"2003","G","Ene",11
"Chihuahua",466,"2003","G","Ene",11
"Distrito Federal",268,"2003","G","Ene",16
"Durango",5512,"2003","G","Ene",167
"Guanajuato",24073,"2003","G","Ene",1266
"Guerrero",24204,"2003","G","Ene",1672
"Hidalgo",276,"2003","G","Ene",11
"Jalisco",48453,"2003","G","Ene",3671
"México",5665,"2003","G","Ene",273
"Michoacán",28588,"2003","G","Ene",1823
"Morelos",30741,"2003","G","Ene",1614
"Nayarit",15052,"2003","G","Ene",932
"Nuevo León",466,"2003","G","Ene",4
"Oaxaca",4256,"2003","G","Ene",314
"Puebla",15481,"2003","G","Ene",966
"Querétaro",4377,"2003","G","Ene",206
"Quintana Roo",90,"2003","G","Ene",1
"San Luis Potosi",258,"2003","G","Ene",4
"Sinaloa",7525,"2003","G","Ene",387
"Sonora",11387,"2003","G","Ene",392
"Tabasco",44,"2003","G","Ene",2
"Tamaulipas",523,"2003","G","Ene",9
"Tlaxcala",31,"2003","G","Ene",1
"Veracruz",249,"2003","G","Ene",10
"Yucatán",64,"2003","G","Ene",2
"Zacatecas",2899,"2003","G","Ene",106
"TOTAL GLOBAL",243183,"2003","G","Ene",14792
"Aguascalientes",1490,"2003","G","Feb",88
"Baja California",69,"2003","G","Feb",4
"Baja California Sur",79,"2003","G","Feb",3
"Campeche",48,"2003","G","Feb",10
"Coahuila",83,"2003","G","Feb",1
"Colima",10271,"2003","G","Feb",736
"Chiapas",195,"2003","G","Feb",25
"Chihuahua",466,"2003","G","Feb",9
"Distrito Federal",268,"2003","G","Feb",18
"Durango",5512,"2003","G","Feb",122
"Guanajuato",24073,"2003","G","Feb",1580
"Guerrero",24204,"2003","G","Feb",1487
"Hidalgo",276,"2003","G","Feb",17
"Jalisco",48453,"2003","G","Feb",2774
"México",5665,"2003","G","Feb",254
"Michoacán",28588,"2003","G","Feb",1757
"Morelos",30741,"2003","G","Feb",1702
"Nayarit",15052,"2003","G","Feb",636
"Nuevo León",466,"2003","G","Feb",7
"Oaxaca",4256,"2003","G","Feb",286
"Puebla",15481,"2003","G","Feb",985
"Querétaro",4377,"2003","G","Feb",222
"Quintana Roo",90,"2003","G","Feb",1
"San Luis Potosi",258,"2003","G","Feb",8
"Sinaloa",7525,"2003","G","Feb",308
"Sonora",11387,"2003","G","Feb",353
"Tabasco",44,"2003","G","Feb",4
"Tamaulipas",523,"2003","G","Feb",7
"Tlaxcala",31,"2003","G","Feb",0
"Veracruz",249,"2003","G","Feb",12
"Yucatán",64,"2003","G","Feb",8
"Zacatecas",2899,"2003","G","Feb",99
"TOTAL GLOBAL",243183,"2003","G","Feb",13523
"Aguascalientes",1490,"2003","G","Mar",126
"Baja California",69,"2003","G","Mar",2
"Baja California Sur",79,"2003","G","Mar",5
"Campeche",48,"2003","G","Mar",6
"Coahuila",83,"2003","G","Mar",3
"Colima",10271,"2003","G","Mar",575
"Chiapas",195,"2003","G","Mar",12
"Chihuahua",466,"2003","G","Mar",12
"Distrito Federal",268,"2003","G","Mar",25
"Durango",5512,"2003","G","Mar",270
"Guanajuato",24073,"2003","G","Mar",2104
"Guerrero",24204,"2003","G","Mar",1492
"Hidalgo",276,"2003","G","Mar",18
"Jalisco",48453,"2003","G","Mar",3587
"México",5665,"2003","G","Mar",253
"Michoacán",28588,"2003","G","Mar",2218
"Morelos",30741,"2003","G","Mar",2411
"Nayarit",15052,"2003","G","Mar",744
"Nuevo León",466,"2003","G","Mar",10
"Oaxaca",4256,"2003","G","Mar",347
"Puebla",15481,"2003","G","Mar",1290
"Querétaro",4377,"2003","G","Mar",354
"Quintana Roo",90,"2003","G","Mar",6
"San Luis Potosi",258,"2003","G","Mar",16
"Sinaloa",7525,"2003","G","Mar",272
"Sonora",11387,"2003","G","Mar",328
"Tabasco",44,"2003","G","Mar",1
"Tamaulipas",523,"2003","G","Mar",19
"Tlaxcala",31,"2003","G","Mar",5
"Veracruz",249,"2003","G","Mar",26
"Yucatán",64,"2003","G","Mar",2
"Zacatecas",2899,"2003","G","Mar",188
"TOTAL GLOBAL",243183,"2003","G","Mar",16727
"Aguascalientes",1490,"2003","G","Abr",197
"Baja California",69,"2003","G","Abr",1
"Baja California Sur",79,"2003","G","Abr",6
"Campeche",48,"2003","G","Abr",6
"Coahuila",83,"2003","G","Abr",7
"Colima",10271,"2003","G","Abr",877
"Chiapas",195,"2003","G","Abr",22
"Chihuahua",466,"2003","G","Abr",27
"Distrito Federal",268,"2003","G","Abr",27
"Durango",5512,"2003","G","Abr",585
"Guanajuato",24073,"2003","G","Abr",4226
"Guerrero",24204,"2003","G","Abr",2104
"Hidalgo",276,"2003","G","Abr",24
"Jalisco",48453,"2003","G","Abr",6125
"México",5665,"2003","G","Abr",601
"Michoacán",28588,"2003","G","Abr",3133
"Morelos",30741,"2003","G","Abr",4546
"Nayarit",15052,"2003","G","Abr",1305
"Nuevo León",466,"2003","G","Abr",45
"Oaxaca",4256,"2003","G","Abr",578
"Puebla",15481,"2003","G","Abr",2094
"Querétaro",4377,"2003","G","Abr",568
"Quintana Roo",90,"2003","G","Abr",11
"San Luis Potosi",258,"2003","G","Abr",36
"Sinaloa",7525,"2003","G","Abr",470
"Sonora",11387,"2003","G","Abr",806
"Tabasco",44,"2003","G","Abr",5
"Tamaulipas",523,"2003","G","Abr",42
"Tlaxcala",31,"2003","G","Abr",5
"Veracruz",249,"2003","G","Abr",30
"Yucatán",64,"2003","G","Abr",3
"Zacatecas",2899,"2003","G","Abr",343
"TOTAL GLOBAL",243183,"2003","G","Abr",28855
"Aguascalientes",1490,"2003","G","May",204
"Baja California",69,"2003","G","May",5
"Baja California Sur",79,"2003","G","May",10
"Campeche",48,"2003","G","May",4
"Coahuila",83,"2003","G","May",5
"Colima",10271,"2003","G","May",687
"Chiapas",195,"2003","G","May",10
"Chihuahua",466,"2003","G","May",65
"Distrito Federal",268,"2003","G","May",25
"Durango",5512,"2003","G","May",890
"Guanajuato",24073,"2003","G","May",3837
"Guerrero",24204,"2003","G","May",1863
"Hidalgo",276,"2003","G","May",27
"Jalisco",48453,"2003","G","May",5346
"México",5665,"2003","G","May",544
"Michoacán",28588,"2003","G","May",2974
"Morelos",30741,"2003","G","May",3057
"Nayarit",15052,"2003","G","May",1156
"Nuevo León",466,"2003","G","May",82
"Oaxaca",4256,"2003","G","May",370
"Puebla",15481,"2003","G","May",1596
"Querétaro",4377,"2003","G","May",570
"Quintana Roo",90,"2003","G","May",3
"San Luis Potosi",258,"2003","G","May",34
"Sinaloa",7525,"2003","G","May",530
"Sonora",11387,"2003","G","May",1541
"Tabasco",44,"2003","G","May",6
"Tamaulipas",523,"2003","G","May",69
"Tlaxcala",31,"2003","G","May",3
"Veracruz",249,"2003","G","May",15
"Yucatán",64,"2003","G","May",5
"Zacatecas",2899,"2003","G","May",542
"TOTAL GLOBAL",243183,"2003","G","May",26075
"Aguascalientes",1490,"2003","G","Jun",154
"Baja California",69,"2003","G","Jun",5
"Baja California Sur",79,"2003","G","Jun",4
"Campeche",48,"2003","G","Jun",0
"Coahuila",83,"2003","G","Jun",9
"Colima",10271,"2003","G","Jun",899
"Chiapas",195,"2003","G","Jun",11
"Chihuahua",466,"2003","G","Jun",62
"Distrito Federal",268,"2003","G","Jun",27
"Durango",5512,"2003","G","Jun",759
"Guanajuato",24073,"2003","G","Jun",2029
"Guerrero",24204,"2003","G","Jun",1940
"Hidalgo",276,"2003","G","Jun",31
"Jalisco",48453,"2003","G","Jun",4472
"México",5665,"2003","G","Jun",570
"Michoacán",28588,"2003","G","Jun",2593
"Morelos",30741,"2003","G","Jun",2914
"Nayarit",15052,"2003","G","Jun",1324
"Nuevo León",466,"2003","G","Jun",43
"Oaxaca",4256,"2003","G","Jun",364
"Puebla",15481,"2003","G","Jun",1358
"Querétaro",4377,"2003","G","Jun",512
"Quintana Roo",90,"2003","G","Jun",11
"San Luis Potosi",258,"2003","G","Jun",21
"Sinaloa",7525,"2003","G","Jun",700
"Sonora",11387,"2003","G","Jun",1858
"Tabasco",44,"2003","G","Jun",0
"Tamaulipas",523,"2003","G","Jun",47
"Tlaxcala",31,"2003","G","Jun",1
"Veracruz",249,"2003","G","Jun",26
"Yucatán",64,"2003","G","Jun",5
"Zacatecas",2899,"2003","G","Jun",370
"TOTAL GLOBAL",243183,"2003","G","Jun",23119
"Aguascalientes",1490,"2003","G","Jul",119
"Baja California",69,"2003","G","Jul",5
"Baja California Sur",79,"2003","G","Jul",12
"Campeche",48,"2003","G","Jul",7
"Coahuila",83,"2003","G","Jul",26
"Colima",10271,"2003","G","Jul",1119
"Chiapas",195,"2003","G","Jul",21
"Chihuahua",466,"2003","G","Jul",89
"Distrito Federal",268,"2003","G","Jul",30
"Durango",5512,"2003","G","Jul",664
"Guanajuato",24073,"2003","G","Jul",1626
"Guerrero",24204,"2003","G","Jul",2456
"Hidalgo",276,"2003","G","Jul",32
"Jalisco",48453,"2003","G","Jul",4421
"México",5665,"2003","G","Jul",424
"Michoacán",28588,"2003","G","Jul",2750
"Morelos",30741,"2003","G","Jul",2830
"Nayarit",15052,"2003","G","Jul",1523
"Nuevo León",466,"2003","G","Jul",76
"Oaxaca",4256,"2003","G","Jul",444
"Puebla",15481,"2003","G","Jul",1496
"Querétaro",4377,"2003","G","Jul",353
"Quintana Roo",90,"2003","G","Jul",4
"San Luis Potosi",258,"2003","G","Jul",30
"Sinaloa",7525,"2003","G","Jul",961
"Sonora",11387,"2003","G","Jul",1222
"Tabasco",44,"2003","G","Jul",7
"Tamaulipas",523,"2003","G","Jul",199
"Tlaxcala",31,"2003","G","Jul",7
"Veracruz",249,"2003","G","Jul",33
"Yucatán",64,"2003","G","Jul",16
"Zacatecas",2899,"2003","G","Jul",332
"TOTAL GLOBAL",243183,"2003","G","Jul",23334
"Aguascalientes",1490,"2003","G","Ago",115
"Baja California",69,"2003","G","Ago",18
"Baja California Sur",79,"2003","G","Ago",11
"Campeche",48,"2003","G","Ago",3
"Coahuila",83,"2003","G","Ago",4
"Colima",10271,"2003","G","Ago",874
"Chiapas",195,"2003","G","Ago",19
"Chihuahua",466,"2003","G","Ago",54
"Distrito Federal",268,"2003","G","Ago",17
"Durango",5512,"2003","G","Ago",534
"Guanajuato",24073,"2003","G","Ago",1548
"Guerrero",24204,"2003","G","Ago",1780
"Hidalgo",276,"2003","G","Ago",29
"Jalisco",48453,"2003","G","Ago",3175
"México",5665,"2003","G","Ago",331
"Michoacán",28588,"2003","G","Ago",1980
"Morelos",30741,"2003","G","Ago",1953
"Nayarit",15052,"2003","G","Ago",1349
"Nuevo León",466,"2003","G","Ago",57
"Oaxaca",4256,"2003","G","Ago",280
"Puebla",15481,"2003","G","Ago",1161
"Querétaro",4377,"2003","G","Ago",291
"Quintana Roo",90,"2003","G","Ago",7
"San Luis Potosi",258,"2003","G","Ago",29
"Sinaloa",7525,"2003","G","Ago",954
"Sonora",11387,"2003","G","Ago",1463
"Tabasco",44,"2003","G","Ago",5
"Tamaulipas",523,"2003","G","Ago",51
"Tlaxcala",31,"2003","G","Ago",4
"Veracruz",249,"2003","G","Ago",30
"Yucatán",64,"2003","G","Ago",8
"Zacatecas",2899,"2003","G","Ago",220
"TOTAL GLOBAL",243183,"2003","G","Ago",18354
"Aguascalientes",1490,"2003","G","Sep",130
"Baja California",69,"2003","G","Sep",13
"Baja California Sur",79,"2003","G","Sep",7
"Campeche",48,"2003","G","Sep",2
"Coahuila",83,"2003","G","Sep",19
"Colima",10271,"2003","G","Sep",943
"Chiapas",195,"2003","G","Sep",11
"Chihuahua",466,"2003","G","Sep",66
"Distrito Federal",268,"2003","G","Sep",24
"Durango",5512,"2003","G","Sep",464
"Guanajuato",24073,"2003","G","Sep",1448
"Guerrero",24204,"2003","G","Sep",1940
"Hidalgo",276,"2003","G","Sep",30
"Jalisco",48453,"2003","G","Sep",3318
